SKU,year,month,plan,back_bonus
54889,2018,8,90.0,40000
54889,2018,9,90.0,140000
54889,2018,10,90.0,180000
54889,2018,11,100.0,160000
54889,2018,12,90.0,200000
54918,2018,3,30.0,80000
54918,2018,4,30.0,180000
54918,2018,5,30.0,40000
54918,2018,6,40.0,180000
54918,2018,7,30.0,200000
54918,2018,8,30.0,40000
54918,2018,9,30.0,100000
54918,2018,10,40.0,180000
54918,2018,11,30.0,40000
54918,2018,12,30.0,40000
55376,2018,12,20.0,120000
55400,2018,12,50.0,160000
55566,2018,9,70.0,140000
55566,2018,10,150.0,80000
55566,2018,11,150.0,120000
55566,2018,12,190.0,160000
55685,2018,10,120.0,120000
55685,2018,11,120.0,80000
55685,2018,12,120.0,120000
55748,2018,1,0.0,180000
55748,2018,2,30.0,200000
55748,2018,3,30.0,200000
55748,2018,4,30.0,120000
55748,2018,5,20.0,80000
55748,2018,6,40.0,40000
55748,2018,7,40.0,80000
55748,2018,8,40.0,40000
55748,2018,9,40.0,80000
56223,2018,8,150.0,180000
56223,2018,9,150.0,200000
56223,2018,10,160.0,80000
56223,2018,11,160.0,60000
56223,2018,12,160.0,160000
56505,2018,8,80.0,60000
56505,2018,9,120.0,200000
56505,2018,10,130.0,180000
56505,2018,11,40.0,100000
56722,2018,6,30.0,40000
56722,2018,7,120.0,160000
56722,2018,8,130.0,180000
56722,2018,9,120.0,40000
56722,2018,10,130.0,40000
56722,2018,11,120.0,60000
56722,2018,12,150.0,100000
56727,2018,6,100.0,100000
56727,2018,7,140.0,140000
56727,2018,8,150.0,100000
56727,2018,9,140.0,60000
56727,2018,10,120.0,40000
56727,2018,11,120.0,200000
56727,2018,12,120.0,80000
57086,2018,7,20.0,100000
57086,2018,8,30.0,100000
57086,2018,9,30.0,60000
57086,2018,10,30.0,160000
57086,2018,11,30.0,100000
57086,2018,12,30.0,120000
57124,2018,5,80.0,40000
57124,2018,6,90.0,200000
57124,2018,7,80.0,200000
57124,2018,8,100.0,100000
57124,2018,9,90.0,80000
57124,2018,10,90.0,100000
57124,2018,11,110.0,60000
57124,2018,12,120.0,40000
57561,2018,2,130.0,100000
57561,2018,3,220.0,100000
57561,2018,4,210.0,120000
57561,2018,5,210.0,180000
57561,2018,6,210.0,40000
57561,2018,7,210.0,160000
57561,2018,8,220.0,120000
57561,2018,9,210.0,180000
57561,2018,10,220.0,100000
57561,2018,11,210.0,140000
57561,2018,12,210.0,40000
57569,2018,9,30.0,40000
57569,2018,10,30.0,100000
57569,2018,11,30.0,180000
57569,2018,12,60.0,140000
57874,2018,12,20.0,200000
57980,2018,4,60.0,40000
57980,2018,5,100.0,120000
57980,2018,6,90.0,180000
57980,2018,7,100.0,180000
57980,2018,8,100.0,120000
57980,2018,9,90.0,40000
57980,2018,10,90.0,140000
57980,2018,11,90.0,140000
57980,2018,12,90.0,80000
58084,2018,9,20.0,180000
58084,2018,10,30.0,200000
58084,2018,11,30.0,80000
58084,2018,12,40.0,160000
58127,2018,2,0.0,200000
58127,2018,3,90.0,160000
58127,2018,4,90.0,120000
58127,2018,5,100.0,160000
58127,2018,6,90.0,80000
58127,2018,7,80.0,120000
58127,2018,8,90.0,60000
58127,2018,9,100.0,80000
58127,2018,10,80.0,160000
58127,2018,11,80.0,180000
58127,2018,12,90.0,100000
58411,2018,11,10.0,140000
58411,2018,12,40.0,180000
58555,2018,3,110.0,160000
58555,2018,4,30.0,60000
58984,2018,7,10.0,120000
58984,2018,8,40.0,120000
58984,2018,9,30.0,160000
58984,2018,10,30.0,120000
58984,2018,11,40.0,180000
58984,2018,12,50.0,80000
58998,2018,9,50.0,40000
58998,2018,10,90.0,120000
58998,2018,11,90.0,40000
58998,2018,12,120.0,80000
59010,2018,11,80.0,140000
59010,2018,12,140.0,60000
59277,2018,11,0.0,200000
59277,2018,12,130.0,80000
59440,2018,5,30.0,120000
59440,2018,6,210.0,160000
59440,2018,7,210.0,40000
59440,2018,8,220.0,100000
59440,2018,9,210.0,40000
59440,2018,10,230.0,60000
59440,2018,11,200.0,60000
59440,2018,12,220.0,140000
59442,2018,9,20.0,60000
59442,2018,10,60.0,140000
59442,2018,11,50.0,200000
59442,2018,12,50.0,60000
59472,2018,4,170.0,180000
59472,2018,5,180.0,140000
59472,2018,6,180.0,200000
59472,2018,7,190.0,200000
59472,2018,8,190.0,180000
59472,2018,9,170.0,140000
59472,2018,10,190.0,200000
59472,2018,11,190.0,120000
59472,2018,12,190.0,120000
59877,2018,4,90.0,40000
59877,2018,5,80.0,40000
59877,2018,6,90.0,160000
59877,2018,7,90.0,60000
59877,2018,8,90.0,80000
59877,2018,9,80.0,40000
59877,2018,10,100.0,120000
59877,2018,11,90.0,100000
59877,2018,12,100.0,140000
59890,2018,1,20.0,80000
59890,2018,2,80.0,120000
59890,2018,3,100.0,120000
59890,2018,4,90.0,200000
59890,2018,5,100.0,100000
59890,2018,6,110.0,160000
59890,2018,7,110.0,160000
59890,2018,8,100.0,120000
59890,2018,9,100.0,80000
59890,2018,10,100.0,120000
59890,2018,11,90.0,60000
59890,2018,12,90.0,100000
59900,2018,12,100.0,160000
60092,2018,8,40.0,160000
60092,2018,9,70.0,200000
60092,2018,10,60.0,200000
60092,2018,11,60.0,140000
60092,2018,12,60.0,200000
60280,2018,1,70.0,40000
60280,2018,2,150.0,120000
60280,2018,3,160.0,140000
60280,2018,4,160.0,140000
60280,2018,5,180.0,80000
60280,2018,6,140.0,60000
60280,2018,7,170.0,200000
60280,2018,8,170.0,160000
60280,2018,9,160.0,140000
60280,2018,10,150.0,160000
60280,2018,11,140.0,100000
60280,2018,12,180.0,120000
60289,2018,12,100.0,100000
60411,2018,10,40.0,40000
60411,2018,11,150.0,140000
60411,2018,12,190.0,180000
60416,2018,2,30.0,200000
60416,2018,3,110.0,160000
60416,2018,4,120.0,80000
60416,2018,5,140.0,160000
60416,2018,6,130.0,160000
60416,2018,7,120.0,40000
60416,2018,8,130.0,60000
60416,2018,9,130.0,120000
60416,2018,10,120.0,100000
60416,2018,11,130.0,180000
60416,2018,12,140.0,200000
61028,2018,9,10.0,160000
61028,2018,10,40.0,200000
61028,2018,11,30.0,180000
61028,2018,12,40.0,60000
61075,2018,1,180.0,100000
61075,2018,2,180.0,80000
61075,2018,3,200.0,60000
61567,2018,5,80.0,40000
61567,2018,6,120.0,160000
61567,2018,7,120.0,80000
61567,2018,8,130.0,160000
61567,2018,9,120.0,40000
61567,2018,10,120.0,140000
61567,2018,11,120.0,140000
61567,2018,12,160.0,120000
61628,2018,5,10.0,120000
61628,2018,6,120.0,120000
61628,2018,7,120.0,40000
61628,2018,8,120.0,100000
61628,2018,9,120.0,80000
61628,2018,10,130.0,100000
61628,2018,11,130.0,180000
61628,2018,12,140.0,200000
62050,2018,11,120.0,140000
62050,2018,12,180.0,180000
62196,2018,3,20.0,120000
62196,2018,4,210.0,160000
62196,2018,5,220.0,100000
62196,2018,6,210.0,80000
62196,2018,7,210.0,80000
62196,2018,8,200.0,80000
62196,2018,9,200.0,160000
62196,2018,10,220.0,80000
62196,2018,11,210.0,200000
62196,2018,12,220.0,200000
62526,2018,11,0.0,60000
62526,2018,12,160.0,60000
62532,2018,6,30.0,140000
62532,2018,7,120.0,160000
62532,2018,8,130.0,40000
62532,2018,9,120.0,200000
62532,2018,10,120.0,180000
62532,2018,11,120.0,200000
62532,2018,12,130.0,120000
62886,2018,12,170.0,40000
62993,2018,6,10.0,180000
62993,2018,7,90.0,180000
62993,2018,8,100.0,120000
62993,2018,9,100.0,200000
62993,2018,10,90.0,120000
62993,2018,11,90.0,120000
62993,2018,12,100.0,40000
63134,2018,5,20.0,40000
63134,2018,6,90.0,140000
63134,2018,7,80.0,40000
63134,2018,8,90.0,80000
63134,2018,9,80.0,40000
63134,2018,10,80.0,140000
63134,2018,11,70.0,180000
63134,2018,12,70.0,200000
63165,2018,12,110.0,200000
63273,2018,12,50.0,120000
63493,2018,7,40.0,60000
63493,2018,8,160.0,60000
63493,2018,9,140.0,140000
63493,2018,10,150.0,140000
63493,2018,11,160.0,160000
63493,2018,12,190.0,80000
63603,2018,1,70.0,160000
63603,2018,2,120.0,100000
63603,2018,3,140.0,180000
63603,2018,4,130.0,60000
63603,2018,5,140.0,100000
63603,2018,6,110.0,60000
63603,2018,7,120.0,80000
63603,2018,8,130.0,160000
63603,2018,9,130.0,80000
63603,2018,10,120.0,80000
63603,2018,11,110.0,100000
63603,2018,12,170.0,80000
63624,2018,6,50.0,40000
63624,2018,7,150.0,140000
63624,2018,8,150.0,60000
63624,2018,9,140.0,100000
63624,2018,10,160.0,100000
63624,2018,11,150.0,40000
63624,2018,12,150.0,180000
63648,2018,9,90.0,80000
63648,2018,10,90.0,140000
63648,2018,11,90.0,100000
63648,2018,12,100.0,80000
64093,2018,4,110.0,40000
64093,2018,5,240.0,120000
64093,2018,6,220.0,140000
64093,2018,7,210.0,120000
64093,2018,8,230.0,100000
64093,2018,9,200.0,200000
64093,2018,10,210.0,140000
64093,2018,11,210.0,40000
64093,2018,12,250.0,180000
64207,2018,9,100.0,80000
64207,2018,10,120.0,180000
64207,2018,11,120.0,100000
64207,2018,12,130.0,120000
64252,2018,2,80.0,40000
64252,2018,3,140.0,200000
64252,2018,4,130.0,200000
64252,2018,5,140.0,40000
64252,2018,6,120.0,200000
64252,2018,7,120.0,140000
64252,2018,8,130.0,160000
64252,2018,9,140.0,180000
64252,2018,10,120.0,100000
64252,2018,11,120.0,180000
64252,2018,12,160.0,40000
64404,2018,10,10.0,200000
64404,2018,11,30.0,120000
64404,2018,12,30.0,100000
64433,2018,6,40.0,140000
64433,2018,7,130.0,80000
64433,2018,8,120.0,120000
64433,2018,9,120.0,160000
64433,2018,10,130.0,100000
64433,2018,11,120.0,100000
64433,2018,12,120.0,120000
64504,2018,11,80.0,120000
64504,2018,12,120.0,80000
64521,2018,6,10.0,120000
64521,2018,7,150.0,120000
64521,2018,8,160.0,120000
64521,2018,9,150.0,200000
64521,2018,10,160.0,100000
64521,2018,11,150.0,60000
64521,2018,12,190.0,60000
64998,2018,3,130.0,180000
64998,2018,4,150.0,80000
64998,2018,5,150.0,180000
64998,2018,6,150.0,160000
64998,2018,7,150.0,80000
64998,2018,8,160.0,40000
64998,2018,9,150.0,120000
64998,2018,10,150.0,80000
64998,2018,11,140.0,60000
64998,2018,12,160.0,200000
65119,2018,3,40.0,100000
65119,2018,4,40.0,100000
65119,2018,5,50.0,160000
65119,2018,6,30.0,80000
65119,2018,7,30.0,60000
65119,2018,8,40.0,120000
65119,2018,9,20.0,40000
65119,2018,10,30.0,180000
65119,2018,11,30.0,60000
65119,2018,12,80.0,60000
65937,2018,11,10.0,140000
65937,2018,12,30.0,120000
66455,2018,2,50.0,100000
66455,2018,3,90.0,80000
66455,2018,4,90.0,60000
66455,2018,5,100.0,60000
66455,2018,6,90.0,160000
66455,2018,7,80.0,180000
66455,2018,8,90.0,200000
66455,2018,9,80.0,140000
66455,2018,10,90.0,40000
66455,2018,11,100.0,80000
66455,2018,12,110.0,180000
66646,2018,6,20.0,180000
66646,2018,7,160.0,200000
66646,2018,8,160.0,140000
66646,2018,9,160.0,200000
66646,2018,10,160.0,100000
66646,2018,11,140.0,40000
66646,2018,12,200.0,180000
66695,2018,10,200.0,160000
66695,2018,11,210.0,180000
66695,2018,12,220.0,200000
66973,2018,5,80.0,120000
66973,2018,6,220.0,140000
66973,2018,7,220.0,180000
66973,2018,8,220.0,120000
66973,2018,9,210.0,180000
67009,2018,1,20.0,40000
67009,2018,2,50.0,40000
67009,2018,3,60.0,160000
67009,2018,4,60.0,160000
67009,2018,5,60.0,180000
67009,2018,6,60.0,140000
67009,2018,7,50.0,60000
67009,2018,8,60.0,40000
67009,2018,9,60.0,200000
67009,2018,10,60.0,200000
67009,2018,11,60.0,160000
67009,2018,12,60.0,180000
67102,2018,6,70.0,100000
67102,2018,7,130.0,180000
67102,2018,8,130.0,100000
67102,2018,9,120.0,60000
67103,2018,11,80.0,60000
67103,2018,12,120.0,140000
67113,2018,2,160.0,200000
67113,2018,3,180.0,60000
67113,2018,4,180.0,80000
67113,2018,5,210.0,120000
67113,2018,6,200.0,40000
67113,2018,7,220.0,180000
67113,2018,8,210.0,40000
67113,2018,9,190.0,120000
67113,2018,10,180.0,160000
67113,2018,11,170.0,140000
67113,2018,12,190.0,40000
67286,2018,11,70.0,80000
67286,2018,12,80.0,40000
67330,2018,7,120.0,140000
67330,2018,8,110.0,100000
67330,2018,9,100.0,80000
67330,2018,10,90.0,40000
67330,2018,11,90.0,200000
67330,2018,12,90.0,160000
67369,2018,1,210.0,120000
67369,2018,2,190.0,120000
67369,2018,3,220.0,140000
67369,2018,4,210.0,100000
67369,2018,5,220.0,60000
67369,2018,6,220.0,40000
67369,2018,7,220.0,40000
67369,2018,8,220.0,120000
67369,2018,9,210.0,120000
67369,2018,10,220.0,80000
67369,2018,11,210.0,140000
67369,2018,12,220.0,200000
67728,2018,9,80.0,140000
67728,2018,10,90.0,140000
67728,2018,11,100.0,120000
67728,2018,12,120.0,160000
67873,2018,12,60.0,180000
67877,2018,10,120.0,200000
67877,2018,11,190.0,140000
67877,2018,12,200.0,100000
67941,2018,7,10.0,60000
67941,2018,8,90.0,80000
67941,2018,9,80.0,60000
67941,2018,10,100.0,40000
67941,2018,11,110.0,160000
67941,2018,12,110.0,60000
68092,2018,9,20.0,140000
68092,2018,10,70.0,200000
68092,2018,11,60.0,100000
68092,2018,12,70.0,80000
68122,2018,9,70.0,80000
68122,2018,10,180.0,40000
68122,2018,11,180.0,60000
68122,2018,12,190.0,140000
68146,2018,12,50.0,120000
68176,2018,1,30.0,160000
68176,2018,2,110.0,80000
68176,2018,3,130.0,120000
68176,2018,4,110.0,60000
68176,2018,5,120.0,100000
68176,2018,6,130.0,140000
68176,2018,7,120.0,80000
68176,2018,8,130.0,100000
68176,2018,9,130.0,160000
68176,2018,10,120.0,40000
68176,2018,11,130.0,60000
68176,2018,12,120.0,180000
68193,2018,3,40.0,160000
68193,2018,4,140.0,140000
68193,2018,5,180.0,120000
68193,2018,6,170.0,100000
68193,2018,7,160.0,100000
68193,2018,8,170.0,160000
68193,2018,9,160.0,140000
68193,2018,10,150.0,100000
68193,2018,11,140.0,100000
68193,2018,12,150.0,60000
68208,2018,12,40.0,100000
68294,2018,4,50.0,120000
68294,2018,5,180.0,200000
68294,2018,6,180.0,40000
68294,2018,7,190.0,160000
68294,2018,8,180.0,80000
68294,2018,9,180.0,120000
68294,2018,10,190.0,40000
68294,2018,11,170.0,60000
68294,2018,12,180.0,180000
68421,2018,3,70.0,80000
68421,2018,4,120.0,200000
68421,2018,5,130.0,140000
68421,2018,6,130.0,140000
68421,2018,7,120.0,40000
68421,2018,8,120.0,200000
68421,2018,9,120.0,140000
68421,2018,10,120.0,200000
68421,2018,11,120.0,140000
68421,2018,12,120.0,200000
68475,2018,8,30.0,140000
68475,2018,9,100.0,160000
68475,2018,10,90.0,140000
68475,2018,11,80.0,120000
68475,2018,12,90.0,160000
68476,2018,7,40.0,200000
68476,2018,8,220.0,40000
68476,2018,9,220.0,200000
68476,2018,10,220.0,180000
68476,2018,11,200.0,40000
68476,2018,12,220.0,80000
68494,2018,4,0.0,40000
68494,2018,5,120.0,140000
68494,2018,6,90.0,60000
68494,2018,7,90.0,100000
68494,2018,8,100.0,140000
68494,2018,9,90.0,120000
68494,2018,10,100.0,60000
68494,2018,11,90.0,120000
68494,2018,12,130.0,200000
68620,2018,1,80.0,60000
68620,2018,2,140.0,40000
68620,2018,3,150.0,40000
68620,2018,4,160.0,200000
68620,2018,5,160.0,180000
68620,2018,6,150.0,200000
68620,2018,7,160.0,160000
68620,2018,8,150.0,80000
68620,2018,9,150.0,40000
68620,2018,10,150.0,200000
68620,2018,11,150.0,200000
68620,2018,12,160.0,60000
68748,2018,8,10.0,40000
68748,2018,9,210.0,200000
68748,2018,10,200.0,40000
68748,2018,11,200.0,60000
68748,2018,12,210.0,40000
68758,2018,1,10.0,100000
68758,2018,2,40.0,180000
68758,2018,3,30.0,180000
68758,2018,4,30.0,160000
68758,2018,5,30.0,200000
68758,2018,6,20.0,160000
68972,2018,5,130.0,60000
68972,2018,6,160.0,180000
68972,2018,7,160.0,100000
68972,2018,8,160.0,80000
68972,2018,9,150.0,160000
68972,2018,10,140.0,120000
68972,2018,11,150.0,180000
68972,2018,12,180.0,40000
69057,2018,7,70.0,120000
69057,2018,8,190.0,180000
69057,2018,9,170.0,200000
69057,2018,10,190.0,140000
69057,2018,11,180.0,60000
69057,2018,12,180.0,120000
69210,2018,4,100.0,200000
69210,2018,5,220.0,100000
69210,2018,6,220.0,160000
69210,2018,7,210.0,160000
69210,2018,8,210.0,40000
69210,2018,9,200.0,180000
69210,2018,10,220.0,140000
69210,2018,11,210.0,140000
69210,2018,12,50.0,180000
69263,2018,7,0.0,160000
69263,2018,8,90.0,180000
69263,2018,9,80.0,60000
69263,2018,10,90.0,180000
69263,2018,11,80.0,80000
69263,2018,12,80.0,80000
69565,2018,5,90.0,40000
69565,2018,6,120.0,140000
69565,2018,7,120.0,40000
69565,2018,8,120.0,140000
69565,2018,9,120.0,120000
69565,2018,10,120.0,200000
69565,2018,11,110.0,60000
69565,2018,12,120.0,60000
69580,2018,8,40.0,40000
69580,2018,9,180.0,80000
69580,2018,10,190.0,200000
69580,2018,11,180.0,40000
69580,2018,12,190.0,80000
69661,2018,12,50.0,200000
69814,2018,6,100.0,40000
69814,2018,7,160.0,100000
69814,2018,8,150.0,180000
69814,2018,9,150.0,60000
69814,2018,10,140.0,180000
69814,2018,11,170.0,120000
69814,2018,12,180.0,80000
69851,2018,2,70.0,60000
69851,2018,3,130.0,200000
69851,2018,4,120.0,160000
69851,2018,5,120.0,40000
69851,2018,6,120.0,60000
69851,2018,7,120.0,140000
69851,2018,8,120.0,60000
69851,2018,9,110.0,200000
69978,2018,2,10.0,100000
69978,2018,3,60.0,100000
69978,2018,4,50.0,200000
69978,2018,5,40.0,60000
69978,2018,6,50.0,60000
69978,2018,7,50.0,140000
69978,2018,8,40.0,200000
69978,2018,9,40.0,80000
69978,2018,10,50.0,200000
69978,2018,11,40.0,140000
69978,2018,12,40.0,120000
70022,2018,10,130.0,100000
70022,2018,11,210.0,60000
70022,2018,12,210.0,180000
70036,2018,1,50.0,40000
70036,2018,2,90.0,200000
70036,2018,3,80.0,180000
70036,2018,4,90.0,180000
70036,2018,5,100.0,40000
70036,2018,6,110.0,200000
70036,2018,7,110.0,80000
70036,2018,8,120.0,160000
70036,2018,9,90.0,160000
70036,2018,10,90.0,40000
70036,2018,11,100.0,140000
70036,2018,12,100.0,60000
70252,2018,3,40.0,180000
70252,2018,4,40.0,140000
70252,2018,5,30.0,200000
70252,2018,6,40.0,200000
70252,2018,7,30.0,40000
70252,2018,8,30.0,60000
70252,2018,9,20.0,200000
70252,2018,10,30.0,100000
70252,2018,11,30.0,180000
70252,2018,12,40.0,100000
70340,2018,3,170.0,160000
70340,2018,4,210.0,140000
70340,2018,5,220.0,40000
70340,2018,6,210.0,140000
70340,2018,7,220.0,120000
70340,2018,8,220.0,180000
70340,2018,9,210.0,140000
70340,2018,10,210.0,120000
70340,2018,11,200.0,60000
70340,2018,12,210.0,40000
70358,2018,2,120.0,60000
70358,2018,3,170.0,60000
70358,2018,4,140.0,120000
70358,2018,5,180.0,80000
70358,2018,6,150.0,200000
70358,2018,7,160.0,180000
70358,2018,8,160.0,200000
70358,2018,9,150.0,80000
70358,2018,10,160.0,60000
70358,2018,11,160.0,100000
70358,2018,12,180.0,40000
70400,2018,6,30.0,140000
70400,2018,7,110.0,40000
70400,2018,8,130.0,40000
70400,2018,9,120.0,120000
70400,2018,10,120.0,80000
70400,2018,11,110.0,140000
70400,2018,12,130.0,40000
70501,2018,6,30.0,200000
70501,2018,7,100.0,60000
70501,2018,8,100.0,160000
70501,2018,9,80.0,120000
70501,2018,10,90.0,200000
70501,2018,11,80.0,100000
70501,2018,12,90.0,120000
70821,2018,6,0.0,140000
70821,2018,7,40.0,120000
70821,2018,8,30.0,80000
70821,2018,9,30.0,100000
70821,2018,10,30.0,120000
70821,2018,11,40.0,200000
70821,2018,12,30.0,60000
71298,2018,10,80.0,180000
71298,2018,11,100.0,100000
71298,2018,12,100.0,60000
71488,2018,5,140.0,200000
71488,2018,6,140.0,60000
71488,2018,7,160.0,180000
71488,2018,8,160.0,120000
71488,2018,9,150.0,160000
71488,2018,10,150.0,80000
71488,2018,11,140.0,120000
71650,2018,11,10.0,60000
71650,2018,12,80.0,120000
71860,2018,9,170.0,40000
71860,2018,10,190.0,60000
71860,2018,11,180.0,140000
71860,2018,12,190.0,200000
72165,2018,6,170.0,60000
72165,2018,7,180.0,140000
72165,2018,8,190.0,80000
72165,2018,9,180.0,200000
72165,2018,10,180.0,200000
72165,2018,11,180.0,180000
72165,2018,12,190.0,140000
72181,2018,5,70.0,120000
72181,2018,6,60.0,100000
72181,2018,7,70.0,180000
72181,2018,8,60.0,40000
72181,2018,9,70.0,140000
72181,2018,10,70.0,120000
72181,2018,11,60.0,40000
72181,2018,12,60.0,120000
72783,2018,6,30.0,40000
72783,2018,7,80.0,180000
72783,2018,8,50.0,200000
72920,2018,1,20.0,160000
72920,2018,2,110.0,100000
72920,2018,3,140.0,40000
72920,2018,4,120.0,200000
72920,2018,5,140.0,120000
72920,2018,6,110.0,120000
72920,2018,7,130.0,80000
72920,2018,8,130.0,160000
72920,2018,9,130.0,120000
72920,2018,10,120.0,40000
72920,2018,11,120.0,60000
72920,2018,12,160.0,120000
73035,2018,8,160.0,80000
73035,2018,9,220.0,180000
73035,2018,10,220.0,100000
73035,2018,11,200.0,180000
73035,2018,12,250.0,100000
73146,2018,5,0.0,200000
73146,2018,6,40.0,40000
73146,2018,7,50.0,140000
73146,2018,8,40.0,140000
73146,2018,9,40.0,160000
73146,2018,10,20.0,180000
73146,2018,11,30.0,120000
73146,2018,12,30.0,60000
73444,2018,12,10.0,200000
73555,2018,10,120.0,100000
73555,2018,11,120.0,100000
73555,2018,12,120.0,160000
73673,2018,4,130.0,120000
73673,2018,5,160.0,160000
73673,2018,6,150.0,80000
73673,2018,7,160.0,60000
73673,2018,8,160.0,120000
73673,2018,9,160.0,40000
73673,2018,10,150.0,60000
73673,2018,11,140.0,200000
73673,2018,12,150.0,120000
73914,2018,10,60.0,40000
73914,2018,11,220.0,80000
73914,2018,12,220.0,140000
74010,2018,2,30.0,200000
74010,2018,3,60.0,60000
74010,2018,4,70.0,80000
74010,2018,5,60.0,120000
74010,2018,6,50.0,60000
74010,2018,7,50.0,80000
74010,2018,8,60.0,100000
74010,2018,9,60.0,200000
74010,2018,10,60.0,200000
74010,2018,11,60.0,60000
74010,2018,12,60.0,60000
74286,2018,10,10.0,200000
74286,2018,11,190.0,60000
74286,2018,12,180.0,40000
74428,2018,10,90.0,200000
74428,2018,11,150.0,160000
74428,2018,12,190.0,60000
74430,2018,2,10.0,100000
74430,2018,3,40.0,120000
74430,2018,4,50.0,100000
74430,2018,5,60.0,180000
74430,2018,6,40.0,140000
74430,2018,7,60.0,180000
74430,2018,8,50.0,80000
74430,2018,9,30.0,180000
74430,2018,10,50.0,200000
74430,2018,11,40.0,160000
74430,2018,12,50.0,180000
74526,2018,2,0.0,80000
74526,2018,3,200.0,100000
74526,2018,4,190.0,180000
74526,2018,5,210.0,160000
74526,2018,6,170.0,140000
74526,2018,7,180.0,80000
74526,2018,8,190.0,120000
74526,2018,9,190.0,180000
74526,2018,10,190.0,60000
74526,2018,11,180.0,180000
74526,2018,12,220.0,180000
74550,2018,10,70.0,160000
74550,2018,11,160.0,200000
74550,2018,12,160.0,200000
74578,2018,9,140.0,200000
74578,2018,10,180.0,140000
74578,2018,11,180.0,80000
74578,2018,12,190.0,80000
74743,2018,3,70.0,180000
74743,2018,4,150.0,120000
74743,2018,5,150.0,160000
74743,2018,6,150.0,140000
74743,2018,7,160.0,180000
74743,2018,8,160.0,120000
74743,2018,9,140.0,160000
74743,2018,10,150.0,80000
74743,2018,11,150.0,80000
74743,2018,12,150.0,140000
74805,2018,10,70.0,120000
74805,2018,11,150.0,140000
74805,2018,12,180.0,120000
74914,2018,8,50.0,60000
74914,2018,9,100.0,180000
74914,2018,10,80.0,120000
74914,2018,11,90.0,80000
74914,2018,12,130.0,120000
75280,2018,7,10.0,180000
75280,2018,8,40.0,120000
75280,2018,9,40.0,60000
75280,2018,10,30.0,60000
75280,2018,11,30.0,140000
75280,2018,12,30.0,140000
75356,2018,2,60.0,100000
75356,2018,3,110.0,60000
75356,2018,4,80.0,160000
75356,2018,5,110.0,120000
75356,2018,6,80.0,160000
75356,2018,7,90.0,80000
75356,2018,8,100.0,160000
75356,2018,9,90.0,180000
75356,2018,10,90.0,40000
75356,2018,11,90.0,160000
75356,2018,12,130.0,60000
75434,2018,3,130.0,80000
75434,2018,4,150.0,200000
75434,2018,5,160.0,40000
75434,2018,6,150.0,60000
75434,2018,7,160.0,80000
75434,2018,8,160.0,80000
75434,2018,9,150.0,200000
75434,2018,10,140.0,180000
75434,2018,11,140.0,180000
75434,2018,12,150.0,80000
76032,2018,1,50.0,160000
76032,2018,2,60.0,120000
76032,2018,3,40.0,40000
76092,2018,3,20.0,60000
76092,2018,4,120.0,100000
76092,2018,5,120.0,180000
76092,2018,6,120.0,120000
76092,2018,7,120.0,100000
76092,2018,8,120.0,120000
76092,2018,9,130.0,120000
76092,2018,10,130.0,60000
76092,2018,11,110.0,140000
76092,2018,12,120.0,140000
76187,2018,3,190.0,200000
76187,2018,4,220.0,200000
76187,2018,5,240.0,180000
76187,2018,6,220.0,100000
76187,2018,7,220.0,100000
76187,2018,8,230.0,40000
76187,2018,9,210.0,180000
76187,2018,10,220.0,40000
76187,2018,11,210.0,60000
76187,2018,12,250.0,140000
76248,2018,9,10.0,80000
76248,2018,10,220.0,160000
76248,2018,11,220.0,40000
76248,2018,12,230.0,100000
76272,2018,2,20.0,160000
76272,2018,3,90.0,140000
76272,2018,4,90.0,60000
76272,2018,5,100.0,80000
76272,2018,6,90.0,40000
76272,2018,7,90.0,40000
76272,2018,8,80.0,180000
76272,2018,9,90.0,100000
76272,2018,10,90.0,140000
76272,2018,11,90.0,80000
76272,2018,12,90.0,160000
76401,2018,9,40.0,160000
76401,2018,10,90.0,140000
76401,2018,11,90.0,80000
76401,2018,12,90.0,140000
76811,2018,11,10.0,140000
76811,2018,12,180.0,140000
76818,2018,2,60.0,80000
76818,2018,3,150.0,100000
76818,2018,4,150.0,40000
76818,2018,5,150.0,180000
76818,2018,6,150.0,40000
76818,2018,7,10.0,80000
76833,2018,5,50.0,40000
76833,2018,6,40.0,120000
76988,2018,3,80.0,200000
76988,2018,4,90.0,80000
76988,2018,5,90.0,160000
76988,2018,6,90.0,140000
76988,2018,7,90.0,120000
76988,2018,8,100.0,40000
76988,2018,9,90.0,180000
76988,2018,10,90.0,120000
76988,2018,11,90.0,60000
76988,2018,12,90.0,120000
77068,2018,10,120.0,100000
77068,2018,11,140.0,180000
77068,2018,12,160.0,60000
77374,2018,10,100.0,180000
77374,2018,11,120.0,40000
77374,2018,12,160.0,60000
77540,2018,2,80.0,120000
77540,2018,3,130.0,60000
77540,2018,4,110.0,200000
77540,2018,5,140.0,200000
77540,2018,6,150.0,180000
77540,2018,7,140.0,140000
77540,2018,8,140.0,180000
77540,2018,9,130.0,180000
77540,2018,10,120.0,120000
77540,2018,11,120.0,60000
77540,2018,12,130.0,180000
77593,2018,2,20.0,60000
77593,2018,3,140.0,120000
77593,2018,4,150.0,40000
77593,2018,5,150.0,40000
77593,2018,6,150.0,60000
77593,2018,7,150.0,80000
77593,2018,8,140.0,160000
77593,2018,9,140.0,60000
77593,2018,10,160.0,180000
