dates,SKU,user_id,price,bought
2019-12-01,56722,42784,821,0
2019-12-01,40685,42758,822,0
2019-12-01,26076,19250,823,1
2019-12-01,64998,25440,824,0
2019-12-01,76092,45510,825,1
2019-12-01,38950,22376,826,1
2019-12-01,74286,22104,827,0
2019-12-01,66916,42409,828,1
2019-12-01,25684,31889,829,0
2019-12-01,70340,46858,830,1
2019-12-01,79907,17589,831,0
2019-12-01,57874,35333,832,1
2019-12-01,19004,44872,833,0
2019-12-01,55541,22440,834,1
2019-12-01,63493,36162,835,0
2019-12-01,70167,21264,836,1
2019-12-01,22049,23152,837,0
2019-12-01,82836,46451,838,0
2019-12-01,86662,12693,839,0
2019-12-01,49688,11708,840,1
2019-12-01,73355,25681,841,1
2019-12-01,80167,18041,842,1
2019-12-01,36190,38173,843,1
2019-12-01,55133,26457,844,0
2019-12-01,56252,43985,845,1
2019-12-01,41069,11459,846,0
2019-12-01,68122,22576,847,0
2019-12-01,45125,31555,848,0
2019-12-01,56727,41742,849,1
2019-12-01,69144,27384,850,0
2019-12-01,80744,33519,851,0
2019-12-01,21593,18076,852,0
2019-12-01,69694,45626,853,0
2019-12-01,68475,40448,854,1
2019-12-01,71860,31542,855,1
2019-12-01,81807,14370,856,0
2019-12-01,28621,35469,857,0
2019-12-01,29011,46674,858,1
2019-12-01,94676,16424,859,1
2019-12-01,88782,24512,860,0
2019-12-01,78953,15432,861,0
2019-12-01,90376,40387,862,0
2019-12-01,67286,25917,863,0
2019-12-01,94895,32321,864,1
2019-12-01,10973,48394,865,0
2019-12-01,26076,20694,866,1
2019-12-01,14632,20109,867,0
2019-12-01,31656,36985,868,1
2019-12-01,27657,33991,869,1
2019-12-01,44429,18595,870,1
2019-12-01,52128,44678,871,0
2019-12-01,79907,32844,872,1
2019-12-01,21147,16375,873,0
2019-12-01,50389,10474,874,0
2019-12-01,40930,13602,875,0
2019-12-01,67402,35109,876,0
2019-12-01,15732,11976,877,1
2019-12-01,66419,47965,878,0
2019-12-01,59900,40164,879,1
2019-12-01,33110,26833,880,1
2019-12-01,44626,19442,881,1
2019-12-01,29438,27013,882,1
2019-12-01,38064,15156,883,1
2019-12-01,39631,49047,884,0
2019-12-01,79558,19739,885,0
2019-12-01,37239,17997,886,1
2019-12-01,44626,20081,887,0
2019-12-01,28141,33266,888,0
2019-12-01,98774,44662,889,1
2019-12-01,55133,46862,890,0
2019-12-01,33612,45375,891,1
2019-12-01,49099,28067,892,0
2019-12-01,52128,42794,893,0
2019-12-01,70252,14684,894,0
2019-12-01,97876,32074,895,0
2019-12-01,14860,27204,896,0
2019-12-01,45404,11265,897,0
2019-12-01,93624,16106,898,1
2019-12-01,49635,12362,899,0
2019-12-01,69263,16848,900,0
2019-12-01,43198,22134,901,0
2019-12-01,57638,23670,902,1
2019-12-01,42892,49390,903,0
2019-12-01,35995,41718,904,0
2019-12-01,63638,30522,905,0
2019-12-01,55400,15209,906,1
2019-12-01,53146,29766,907,0
2019-12-01,82488,13157,908,1
2019-12-01,28687,23880,909,1
2019-12-01,86193,35487,910,1
2019-12-01,14138,41472,911,0
2019-12-01,40747,23463,912,0
2019-12-01,85231,20235,913,0
2019-12-01,46933,46748,914,1
2019-12-01,21231,28511,915,1
2019-12-01,37310,32589,916,0
2019-12-01,70140,47993,917,0
2019-12-01,21874,15960,918,0
2019-12-01,25353,48273,919,0
2019-12-01,29946,19320,920,0
2019-12-01,12007,29149,921,0
2019-12-01,29698,14364,922,1
2019-12-01,31656,34320,923,0
2019-12-01,38457,10516,924,0
2019-12-01,87112,13464,925,0
2019-12-01,81897,29353,926,1
2019-12-01,66646,42543,927,1
2019-12-01,19734,39607,928,0
2019-12-01,32593,22860,929,1
2019-12-01,53815,24617,930,1
2019-12-01,32801,13953,931,1
2019-12-01,78442,18493,932,0
2019-12-01,69650,39452,933,0
2019-12-01,84299,41870,934,0
2019-12-01,78072,29890,935,1
2019-12-01,38700,19654,936,1
2019-12-01,28673,31505,937,1
2019-12-01,76202,10345,938,1
2019-12-01,78705,48967,939,1
2019-12-01,14554,39415,940,0
2019-12-01,88113,40453,941,0
2019-12-01,45749,44349,942,1
2019-12-01,40685,46283,943,0
2019-12-01,98103,16721,944,0
2019-12-01,48446,41658,945,0
2019-12-01,69694,20689,946,1
2019-12-01,59877,24331,947,1
2019-12-01,84024,37702,948,0
2019-12-01,88113,29809,949,0
2019-12-01,32801,27296,950,0
2019-12-01,77573,48492,951,1
2019-12-01,11799,33290,952,0
2019-12-01,85442,45600,953,1
2019-12-01,60280,29168,954,0
2019-12-01,82947,46005,955,1
2019-12-01,26018,23488,956,0
2019-12-01,55566,49644,957,0
2019-12-01,11826,16375,958,1
2019-12-01,25684,48896,959,0
2019-12-01,11189,22503,960,0
2019-12-01,68098,39666,961,0
2019-12-01,17776,28653,962,0
2019-12-01,13331,46748,963,0
2019-12-01,70470,36526,964,0
2019-12-01,97537,12934,965,1
2019-12-01,29961,10589,966,1
2019-12-01,61918,32846,967,1
2019-12-01,50673,39955,968,1
2019-12-01,15057,31848,969,1
2019-12-01,60934,14880,970,0
2019-12-01,18226,19512,971,0
2019-12-01,71860,42728,972,1
2019-12-01,23324,47099,973,1
2019-12-01,54918,40701,974,1
2019-12-01,21873,27882,975,0
2019-12-01,89648,28587,976,1
2019-12-01,19726,18073,977,0
2019-12-01,18139,19304,978,0
2019-12-01,41262,36279,979,1
2019-12-01,74578,32062,980,0
2019-12-01,26808,24050,981,1
2019-12-01,86769,35891,982,1
2019-12-01,55685,32855,983,1
2019-12-01,22579,40523,984,1
2019-12-01,78442,26579,985,0
